,rurality,s1 score,s2 score,s3 score,uw gamsat,w gamsat,offer uni,offer uni gpa,offer uni gamsat,offer uni place type,offer uni preference,interviewed?,interview uni,interview uni gpa,interview uni gamsat,places selected,interview uni preference,deakin bonus,anu bonus,mq bonus (gpa),casper quartile,uq rmp tier,gemsas over other?,interview opinion,notes,year,interview prep hours,other rejections,marker,interview opinion discrete,interview prep hours discrete
872,Non-Rural,65,68,98,77.0,82.25,,,,,,,Australian National University,7.0,82.25,"['CSP', 'BMP']",1.0,0,0,0,4th,Tier 3,,Unsure,,2023,11-25,"Deakin, Griffith, UniMelb, UQ, UoW","['CSP', 'BMP']",3,2.0
873,Non-Rural,58,61,62,60.33,60.75,Deakin University,6.6,60.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,12,2,0,,,Yes,Well,,2023,11-25,,CSP,4,2.0
874,Non-Rural,62,75,58,65.0,63.25,The University of Notre Dame Sydney,6.5,65.0,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,4,0,0,4th,,Yes,Very well,"registered nurse background, moderate strength portfolio",2023,26-50,,CSP,5,3.0
875,Rural,51,57,65,57.67,59.5,The University of Melbourne,6.88,57.67,BMP,2.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Unsure,Poorly,,2023,6-10,,BMP,2,1.0
876,Rural,66,74,64,68.0,67.0,The University of Queensland (RMP),6.616,68.0,CSP,2.0,No,Griffith University,6.531,67.0,"['CSP', 'BMP']",1.0,10,0,0,,Tier 2,Yes,Very poorly,uqrmp toowoomba,2023,6-10,,CSP,1,1.0
877,Non-Rural,75,72,78,75.0,75.75,The University of Melbourne,6.725,75.0,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Poorly,,2023,6-10,,BMP,2,1.0
878,Non-Rural,63,62,78,67.67,70.25,,,,,,,Griffith University,7.0,70.25,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,3rd,,,Well,,2023,51-100,"Deakin, UniMelb, UNDS, UQ, UWA","['CSP', 'BMP', 'FFP']",4,4.0
879,Non-Rural,67,71,57,65.0,63.0,,,,,,,The University of Notre Dame Fremantle,6.47,65.0,"['CSP', 'BMP']",1.0,2,0,0,4th,,,Well,,2023,250+,"ANU, Deakin, UniMelb, UNDS, UWA","['CSP', 'BMP']",4,6.0
880,Non-Rural,66,71,66,67.67,67.25,The University of Notre Dame Fremantle,6.9,67.67,BMP,6.0,No,The University of Notre Dame Sydney,6.9,67.67,"['CSP', 'BMP']",1.0,0,2,0,1st,,Yes,Poorly,,2023,0-5,"ANU, Griffith, UniMelb, UNDS, UWA",BMP,2,0.0
881,Non-Rural,72,74,74,73.33,73.5,Griffith University,6.94,73.5,CSP,1.0,Yes,,,,['CSP'],,0,0,0,4th,,Yes,Very well,,2023,51-100,,CSP,5,4.0
882,Rural,58,59,68,61.67,63.25,The University of Notre Dame Fremantle,6.91,61.67,BMP,4.0,No,Griffith University,6.4,63.25,"['CSP', 'BMP']",1.0,0,0,0,2nd,,Yes,Unsure,,2023,11-25,"Deakin, UniMelb",BMP,3,2.0
883,Non-Rural,60,60,74,64.67,67.0,The University of Western Australia,7.0,67.0,CSP,4.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,3rd,,No,Very well,,2023,51-100,,CSP,5,4.0
884,Non-Rural,53,60,99,70.67,77.75,The University of Melbourne,6.98,70.67,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,,,Yes,Very well,,2023,101-250,,CSP,5,5.0
885,Non-Rural,71,76,59,68.67,66.25,,,,,,,The University of Queensland (Metro),7.0,68.67,"['CSP', 'BMP']",1.0,0,0,0,,,,Well,,2023,6-10,Griffith,"['CSP', 'BMP']",4,1.0
886,Non-Rural,65,61,76,67.33,69.5,The University of Notre Dame Fremantle,6.644,67.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Well,wa residency,2023,11-25,,CSP,4,2.0
887,Non-Rural,81,66,58,68.33,65.75,The University of Notre Dame Fremantle,6.86,68.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Well,wa residency,2023,6-10,,CSP,4,1.0
888,Rural,66,59,86,70.33,74.25,The University of Western Australia,6.65,74.25,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,14,0,0,3rd,,Unsure,Well,wa residency bonus for undf,2023,26-50,,CSP,4,3.0
889,Non-Rural,69,80,73,74.0,73.75,,,,,,,The University of Melbourne,6.96,74.0,"['CSP', 'BMP']",1.0,0,0,0,,,,Very poorly,,2023,51-100,"ANU, Deakin, Griffith, UWA","['CSP', 'BMP']",1,4.0
890,Rural,60,66,61,62.33,62.0,The University of Notre Dame Fremantle,6.5,62.33,CSP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,1st,,Yes,Well,wa residency,2023,6-10,,CSP,4,1.0
891,Non-Rural,59,75,65,66.33,66.0,,,,,,,The University of Queensland (RMP),7.0,66.33,"['CSP', 'BMP']",3.0,0,2,0,3rd,Tier 3,,Unsure,,2023,0-5,"Griffith, UNDS","['CSP', 'BMP']",3,0.0
892,Rural,65,66,54,61.67,59.75,The University of Queensland (RMP),5.3,61.67,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,8,0,0,2nd,Tier 2,No,Well,,2023,0-5,,CSP,4,0.0
893,Rural,67,75,60,67.33,65.5,,,,,,,Deakin University,5.912,65.5,"['CSP', 'BMP']",1.0,12,0,0,,,,Well,deakin rts tier 3,2023,0-5,,"['CSP', 'BMP']",4,0.0
894,Non-Rural,64,72,80,72.0,74.0,The University of Western Australia,6.98,74.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,No,Well,,2023,6-10,,CSP,4,1.0
895,Non-Rural,58,72,76,68.67,70.5,The University of Western Australia,7.0,70.5,CSP,1.0,Yes,,,,['CSP'],,0,0,0,4th,,No,Unsure,,2023,6-10,,CSP,3,1.0
896,Non-Rural,59,65,68,64.0,65.0,,,,,,,The University of Wollongong,5.5,65.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,4th,,,Unsure,,2023,11-25,"Deakin, Griffith, UniMelb, UNDS","['CSP', 'BMP', 'FFP']",3,2.0
897,Rural,76,66,82,74.67,76.5,Griffith University,6.85,76.5,CSP,2.0,No,The University of Queensland (Metro),7.0,74.67,"['CSP', 'BMP']",1.0,2,0,0,,,Yes,Well,"was offered griffith sunshine coast, which was my first campus preference",2023,26-50,,CSP,4,3.0
898,Non-Rural,62,79,83,74.67,76.75,The University of Melbourne,6.83,74.67,FFP,1.0,Yes,,,,"['CSP', 'FFP']",,0,0,0,,,No,Well,nope,2023,101-250,,FFP,4,5.0
899,Non-Rural,64,75,76,71.67,72.75,The University of Queensland (Metro),7.0,71.67,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,2,0,,,Yes,Well,first class honours at uq is a gpa of 7,2023,26-50,,CSP,4,3.0
900,Rural,64,58,62,61.33,61.5,The University of Notre Dame Sydney,6.5,61.33,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,2nd,Tier 3,No,Well,,2023,0-5,,BMP,4,0.0
901,Rural,61,53,58,57.33,57.5,The University of Notre Dame Fremantle,5.948,57.33,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,6,0,0,3rd,,No,Well,,2023,11-25,,CSP,4,2.0
902,Rural,51,67,50,56.0,54.5,The University of Notre Dame Fremantle,5.8,56.0,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,2nd,,Yes,Very well,"wa residency, rural application",2023,6-10,,BMP,5,1.0
903,Rural,53,68,74,65.0,67.25,The University of Notre Dame Sydney,6.96,65.0,CSP,3.0,No,The University of Melbourne,6.9,65.0,"['CSP', 'BMP']",1.0,8,0,0,3rd,,No,Well,,2023,26-50,Griffith,CSP,4,3.0
904,Non-Rural,67,59,70,65.33,66.5,Deakin University,6.78,66.5,CSP,2.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,6,0,0,2nd,Tier 3,Yes,Very well,,2023,51-100,,CSP,5,4.0
905,Non-Rural,69,76,81,75.33,76.75,The University of Western Australia,6.76,76.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Very poorly,,2023,51-100,,CSP,1,4.0
906,Rural,62,68,72,67.33,68.5,Griffith University,6.89,68.5,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,6,0,0,,,Yes,Unsure,,2023,6-10,,CSP,3,1.0
907,Non-Rural,67,61,74,67.33,69.0,Deakin University,6.0,69.0,CSP,5.0,No,The University of Wollongong,5.5,69.0,"['CSP', 'BMP']",4.0,0,0,0,2nd,,Yes,Unsure,uow interview score was 5th quintile,2023,51-100,,CSP,3,4.0
908,Non-Rural,62,73,77,70.67,72.25,The University of Melbourne,6.75,70.67,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,2,0,2nd,,Yes,Unsure,,2023,51-100,,CSP,3,4.0
909,Rural,56,57,74,62.33,65.25,Deakin University,6.604,65.25,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,12,4,0,,Tier 2,No,Well,deakin rts tier 3,2023,51-100,,CSP,4,4.0
910,Non-Rural,66,70,68,68.0,68.0,,,,,,,The University of Notre Dame Sydney,6.3,68.0,"['CSP', 'BMP']",1.0,0,0,0,4th,,,Unsure,,2023,6-10,"Deakin, Griffith, UniMelb, UQ, UoW","['CSP', 'BMP']",3,1.0
911,Rural,58,60,65,61.0,62.0,Griffith University,6.92,62.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,No,Unsure,grif sc,2023,0-5,,CSP,3,0.0
912,Non-Rural,66,78,73,72.33,72.5,Australian National University,6.94,72.5,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,2nd,,Unsure,Well,,2023,6-10,,CSP,4,1.0
913,Non-Rural,54,54,75,61.0,64.5,,,,,,,The University of Western Australia,6.81,64.5,"['CSP', 'BMP', 'FFP']",4.0,0,0,0,,,,Poorly,,2023,11-25,"Deakin, UniMelb","['CSP', 'BMP', 'FFP']",2,2.0
914,Non-Rural,68,69,79,72.0,73.75,,,,,,,Australian National University,6.72,73.75,"['CSP', 'BMP', 'FFP']",2.0,0,0,0,3rd,,,Unsure,,2023,11-25,"UNDS, UQ, UWA","['CSP', 'BMP', 'FFP']",3,2.0
915,Non-Rural,68,72,72,70.67,71.0,The University of Melbourne,6.435,70.67,BMP,6.0,No,The University of Western Australia,6.435,71.0,"['CSP', 'BMP']",2.0,0,0,0,1st,,Yes,Well,undf wa residency,2023,11-25,"Deakin, UNDS, UQ",BMP,4,2.0
916,Non-Rural,73,71,60,68.0,66.0,Australian National University,6.958,66.0,CSP,5.0,No,The University of Wollongong,5.5,66.0,"['CSP', 'BMP']",3.0,2,2,0,2nd,,Yes,Very well,"gam, 3rd quintile portfolio compared to other interviewees",2023,11-25,UNDS,CSP,5,2.0
917,Non-Rural,68,70,71,69.67,70.0,,,,,,,The University of Melbourne,6.84,69.67,['BMP'],1.0,0,0,0,3rd,,,Unsure,,2023,26-50,"ANU, Deakin, Griffith, UNDS, UQ",['BMP'],3,3.0
918,Non-Rural,71,70,53,64.67,61.75,The University of Notre Dame Sydney,6.75,64.67,FFP,4.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,6,0,0,4th,,Yes,Very well,,2023,6-10,,FFP,5,1.0
919,Non-Rural,62,70,61,64.33,63.5,The University of Queensland (Metro),7.0,64.33,BMP,1.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,2,0,3rd,Tier 3,Yes,Well,rmp interview; second round greater brisbane offer,2023,26-50,,BMP,4,3.0
920,Rural,63,64,74,67.0,68.75,Griffith University,6.75,68.75,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,6,0,0,,,Yes,Well,,2023,0-5,,BMP,4,0.0
921,Non-Rural,82,68,66,72.0,70.5,The University of Queensland (Metro),7.0,72.0,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,Tier 3,Yes,Well,,2023,11-25,,BMP,4,2.0
922,Non-Rural,60,73,62,65.0,64.25,The University of Notre Dame Sydney,6.95,65.0,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Poorly,second round offer (miracle),2023,11-25,,BMP,2,2.0
923,Non-Rural,64,70,58,64.0,62.5,The University of Notre Dame Sydney,6.997,64.0,FFP,3.0,Yes,,,,"['CSP', 'BMP', 'FFP']",,0,0,0,4th,,Yes,Unsure,second round offer,2023,26-50,,FFP,3,3.0
924,Rural,57,59,61,59.0,59.5,Australian National University,6.975,59.5,BMP,4.0,No,Deakin University,6.975,59.5,"['CSP', 'BMP']",2.0,8,0,0,1st,,Yes,Very poorly,,2023,6-10,Griffith,BMP,1,1.0
925,Non-Rural,60,72,78,70.0,72.0,,,,,,,The University of Melbourne,6.94,70.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,,Unsure,,2023,11-25,"ANU, Deakin, Griffith, UQ, UWA","['CSP', 'BMP', 'FFP']",3,2.0
926,Non-Rural,63,73,65,67.0,66.5,,,,,,,Australian National University,6.844,66.5,"['CSP', 'BMP', 'FFP']",4.0,0,0,0,,,,Unsure,,2023,26-50,"UQ, UWA","['CSP', 'BMP', 'FFP']",3,3.0
927,Non-Rural,69,68,77,71.33,72.75,,,,,,,The University of Melbourne,7.0,71.33,"['CSP', 'BMP']",1.0,0,0,0,,,,Unsure,,2023,11-25,"ANU, Deakin, Griffith, UQ, UWA","['CSP', 'BMP']",3,2.0
928,Non-Rural,59,61,86,68.67,73.0,Deakin University,6.687,73.0,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,2,0,0,4th,,Yes,Well,,2023,101-250,,BMP,4,5.0
929,Rural,61,68,61,63.33,62.75,Australian National University,6.8,62.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Yes,Very well,,2023,11-25,,CSP,5,2.0
930,Rural,58,64,74,65.33,67.5,Australian National University,6.9,67.5,BMP,3.0,No,Deakin University,6.9,67.5,"['CSP', 'BMP']",1.0,14,0,0,,,Yes,Well,,2023,26-50,"Griffith, UniMelb, UQ, UWA",BMP,4,3.0
931,Non-Rural,57,64,79,66.67,69.75,Deakin University,6.906,69.75,CSP,2.0,Yes,,,,"['CSP', 'BMP']",,2,2,0,,,Yes,Well,,2023,101-250,,CSP,4,5.0
932,Rural,69,67,60,65.33,64.0,Deakin University,6.1,64.0,BMP,2.0,No,Griffith University,6.1,64.0,"['CSP', 'BMP']",1.0,8,0,0,,,Yes,Very poorly,,2023,0-5,"ANU, UniMelb, UWA, UoW",BMP,1,0.0
933,Rural,50,50,50,50.0,50.0,Deakin University,5.542,50.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,16,0,0,,,Yes,Very well,"i did not do gamsat, i am rural tier 1.",2023,250+,,CSP,5,6.0
934,Non-Rural,59,63,70,64.0,65.5,Deakin University,6.896,65.5,CSP,6.0,No,The University of Western Australia,6.896,65.5,"['CSP', 'BMP']",4.0,2,0,0,,,No,Well,,2023,26-50,Griffith,CSP,4,3.0
935,Rural,50,50,50,50.0,50.0,Deakin University,6.73,50.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,12,0,0,,,No,Well,deakin rts. no gamsat required,2023,11-25,,CSP,4,2.0
936,Rural,63,64,50,59.0,56.75,Griffith University,6.49,56.75,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Unsure,late offer.,2023,6-10,,BMP,3,1.0
937,Rural,59,62,59,60.0,59.75,Deakin University,6.53,59.75,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,8,0,0,2nd,,Yes,Well,,2023,26-50,,CSP,4,3.0
938,Non-Rural,68,70,74,70.67,71.5,Deakin University,6.49,71.5,BMP,5.0,No,The University of Notre Dame Fremantle,6.49,70.67,"['CSP', 'BMP']",2.0,2,2,0,3rd,Tier 3,Yes,Well,,2023,6-10,"ANU, UQ",BMP,4,1.0
939,Non-Rural,68,65,73,68.67,69.75,,,,,,,Griffith University,6.886,69.75,"['CSP', 'BMP']",1.0,0,0,0,,,,Well,,2023,0-5,"ANU, Deakin, UniMelb, UQ, UWA","['CSP', 'BMP']",4,0.0
940,Rural,51,59,55,55.0,55.0,Deakin University,6.7,55.0,BMP,2.0,No,The University of Melbourne,6.7,55.0,"['CSP', 'BMP']",1.0,10,0,0,1st,,Yes,Well,,2023,11-25,,BMP,4,2.0
941,Non-Rural,59,65,88,70.67,75.0,Griffith University,6.96,75.0,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Well,,2023,11-25,,CSP,4,2.0
942,Non-Rural,67,63,66,65.33,65.5,The University of Wollongong,5.5,65.5,CSP,6.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,No,Well,"5th quintile casper, 3rd quintile portfolio, 4th quintile interview. received rural end-to-end offer.",2023,26-50,,CSP,4,3.0
943,Non-Rural,64,86,69,73.0,72.0,The University of Queensland (Metro),6.805,73.0,BMP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,4th,,Unsure,Very poorly,,2023,0-5,,BMP,1,0.0
944,Rural,57,56,74,62.33,65.25,Griffith University,6.51,65.25,BMP,4.0,No,Deakin University,6.505,65.25,"['CSP', 'BMP']",1.0,10,0,0,1st,,Yes,Well,received late offer from griffith in jan 2024. didn't meet casper hurdle requirement for uow.,2023,11-25,"UniMelb, UoW",BMP,4,2.0
945,Non-Rural,65,65,64,64.67,64.5,,,,,,,The University of Notre Dame Sydney,6.5,64.67,"['CSP', 'BMP']",2.0,0,0,0,2nd,,,Very poorly,,2023,11-25,ANU,"['CSP', 'BMP']",1,2.0
946,Non-Rural,55,52,59,55.33,56.25,,,,,,,Deakin University,6.9,56.25,['CSP'],1.0,6,0,0,,,,Very poorly,,2023,0-5,,['CSP'],1,0.0
947,Non-Rural,63,71,69,67.67,68.0,,,,,,,Macquarie University,6.724,68.0,"['CSP', 'BMP', 'FFP']",3.0,0,0,0,,,,Well,,2023,26-50,"ANU, UniMelb, UQ","['CSP', 'BMP', 'FFP']",4,3.0
948,Non-Rural,52,74,60,62.0,61.5,,,,,,,The University of Notre Dame Fremantle,6.74,62.0,"['CSP', 'BMP', 'FFP']",2.0,6,0,0,4th,,,Poorly,,2023,51-100,"Griffith, UNDS, UoW","['CSP', 'BMP', 'FFP']",2,4.0
949,Non-Rural,68,70,75,71.0,72.0,,,,,,,The University of Wollongong,5.5,72.0,['CSP'],1.0,4,0,0,2nd,Tier 1 (CQ-WB RMP),,Very poorly,,2023,26-50,"N/A, UoW",['CSP'],1,3.0
950,Non-Rural,62,81,75,72.67,73.25,The University of Melbourne,6.875,72.67,CSP,1.0,Yes,,,,"['CSP', 'BMP']",,0,0,0,,,Yes,Well,,2023,101-250,,CSP,4,5.0
951,Non-Rural,75,87,79,80.33,80.0,The University of Melbourne,6.3,80.33,CSP,1.0,No,The University of Notre Dame Fremantle,6.3,80.33,"['CSP', 'BMP', 'FFP']",5.0,0,0,0,,,Yes,Very well,,2023,26-50,,CSP,5,3.0
